date,county,quantile,hosp_census_with_covid,cases
2021-12-25,California,0.5,3998,113018
2021-12-25,California,0.05,3875,67615.55
2021-12-25,California,0.95,4122,210682.69999999978
2022-01-01,California,0.5,6447,220899.5
2022-01-01,California,0.05,6292.950000000001,127370.55000000002
2022-01-01,California,0.95,6608,442931.69999999995
2022-01-08,California,0.5,10624,391877.5
2022-01-08,California,0.05,10419,220355.44999999998
2022-01-08,California,0.95,10830,793525.1999999991
2022-01-15,California,0.5,14327,499840.5
2022-01-15,California,0.05,14082,283488.45
2022-01-15,California,0.95,14562,1022228.6
2022-01-22,California,0.5,15374,482614.5
2022-01-22,California,0.05,15127,286367.89999999997
2022-01-22,California,0.95,15624,934274.2
2022-01-29,California,0.5,13860,394249
2022-01-29,California,0.05,13626.949999999999,243469.55
2022-01-29,California,0.95,14084,739688.6
2022-02-05,California,0.5,11082,286681
2022-02-05,California,0.05,10883,179771.69999999998
2022-02-05,California,0.95,11285,515968.25
2022-02-12,California,0.5,8287,203990.5
2022-02-12,California,0.05,8120,129745.4
2022-02-12,California,0.95,8460,352887.29999999964
2022-02-19,California,0.5,6007,144288.5
2022-02-19,California,0.05,5866,92641.59999999999
2022-02-19,California,0.95,6150,249293.59999999998
2022-02-26,California,0.5,4319,104625.5
2022-02-26,California,0.05,4199,67071.75
2022-02-26,California,0.95,4443,177675.49999999997
2022-03-05,California,0.5,3137,79132.5
2022-03-05,California,0.05,3035,50137.450000000004
2022-03-05,California,0.95,3236,135644.59999999998
2022-03-12,California,0.5,2326,61453
2022-03-12,California,0.05,2237,38729.95
2022-03-12,California,0.95,2415,106133.55
2022-03-19,California,0.5,1773,50417
2022-03-19,California,0.05,1697,31345.8
2022-03-19,California,0.95,1850,87760.79999999997
2022-03-26,California,0.5,1402,42728
2022-03-26,California,0.05,1334,26526.6
2022-03-26,California,0.95,1470,72788.5
2022-04-02,California,0.5,1157,38376.5
2022-04-02,California,0.05,1099,23675.95
2022-04-02,California,0.95,1220,66243.69999999998
2022-04-09,California,0.5,1004,35624
2022-04-09,California,0.05,949,22496.95
2022-04-09,California,0.95,1063,61806.84999999996
2022-04-16,California,0.5,928,35956.5
2022-04-16,California,0.05,874,23080.45
2022-04-16,California,0.95,985,59711
2022-04-23,California,0.5,934,39361.5
2022-04-23,California,0.05,879,25948.1
2022-04-23,California,0.95,990,64907.59999999996
2022-04-30,California,0.5,1017,45489.5
2022-04-30,California,0.05,959,30054.399999999998
2022-04-30,California,0.95,1075,73310.19999999998
2022-05-07,California,0.5,1175,55211.5
2022-05-07,California,0.05,1112,36542.7
2022-05-07,California,0.95,1238,89436.24999999999
2022-05-14,California,0.5,1412,67792
2022-05-14,California,0.05,1341,45206.85
2022-05-14,California,0.95,1481,109366.55
2022-05-21,California,0.5,1721,83255
2022-05-21,California,0.05,1644,55033
2022-05-21,California,0.95,1799,134671.2
2022-05-28,California,0.5,2063,98750
2022-05-28,California,0.05,1978,66074.5
2022-05-28,California,0.95,2151,159518.85
2022-06-04,California,0.5,2415,114086
2022-06-04,California,0.05,2322,76844.34999999999
2022-06-04,California,0.95,2509,183518
2022-06-11,California,0.5,2767,130611.5
2022-06-11,California,0.05,2657,88927
2022-06-11,California,0.95,2881,208788.3
2022-06-18,California,0.5,3159,150327
2022-06-18,California,0.05,2988,103545.55
2022-06-18,California,0.95,3326,236852.6999999999
2022-06-25,California,0.5,3593,172204.5
2022-06-25,California,0.05,3273,120212.75
2022-06-25,California,0.95,3893,268614.7499999999
2022-07-02,California,0.5,4009,192794.5
2022-07-02,California,0.05,3510,135004
2022-07-02,California,0.95,4520.049999999999,304799.14999999997
2022-07-09,California,0.5,4334,206680.5
2022-07-09,California,0.05,3676,143793.65
2022-07-09,California,0.95,5117.049999999999,326453.1499999995
2022-07-16,California,0.5,4518,208323
2022-07-16,California,0.05,3736.95,144289.3
2022-07-16,California,0.95,5532,331719.5
2022-07-23,California,0.5,4547,206642
2022-07-23,California,0.05,3689.95,138753.9
2022-07-23,California,0.95,5575.0999999999985,336792.8499999999
2022-07-30,California,0.5,4448,194690
2022-07-30,California,0.05,3568,130227.05
2022-07-30,California,0.95,5350.049999999999,319769.05
2022-08-06,California,0.5,4268,182313
2022-08-06,California,0.05,3396,121900
2022-08-06,California,0.95,4974.049999999999,306447.05
2022-08-13,California,0.5,4031.5,170432
2022-08-13,California,0.05,3207.95,111549.84999999999
2022-08-13,California,0.95,4595.049999999999,287515.0499999999
2022-08-20,California,0.5,3775,158644
2022-08-20,California,0.05,3011,103368.9
2022-08-20,California,0.95,4253.049999999999,266500.9999999998
2022-08-27,California,0.5,3513,148055.5
2022-08-27,California,0.05,2835,95107.3
2022-08-27,California,0.95,3937.0499999999993,253489.35
2022-09-03,California,0.5,3279,137024
2022-09-03,California,0.05,2673.95,89886.7
2022-09-03,California,0.95,3656,232180.25
2021-12-25,Alameda,0.5,105,3080
2021-12-25,Alameda,0.05,86,623
2021-12-25,Alameda,0.95,124,8944.099999999999
2022-01-01,Alameda,0.5,170,5492.5
2022-01-01,Alameda,0.05,146,1096.8999999999999
2022-01-01,Alameda,0.95,195,16025.899999999987
2022-01-08,Alameda,0.5,283,9985
2022-01-08,Alameda,0.05,251,2019.9499999999998
2022-01-08,Alameda,0.95,315,29358.549999999992
2022-01-15,Alameda,0.5,405,13796
2022-01-15,Alameda,0.05,366,2717.249999999999
2022-01-15,Alameda,0.95,446,40859.64999999998
2022-01-22,Alameda,0.5,453,13978.5
2022-01-22,Alameda,0.05,414,2811.9
2022-01-22,Alameda,0.95,495,40616.54999999999
2022-01-29,Alameda,0.5,417,11566
2022-01-29,Alameda,0.05,380,2346.95
2022-01-29,Alameda,0.95,457,33317.299999999996
2022-02-05,Alameda,0.5,341,8666.5
2022-02-05,Alameda,0.05,308,1661.8999999999996
2022-02-05,Alameda,0.95,375,25194.549999999992
2022-02-12,Alameda,0.5,260,6384
2022-02-12,Alameda,0.05,232,1311.8999999999999
2022-02-12,Alameda,0.95,291,18763.199999999997
2022-02-19,Alameda,0.5,192,4667
2022-02-19,Alameda,0.05,167,947.8999999999999
2022-02-19,Alameda,0.95,218,13584.349999999966
2022-02-26,Alameda,0.5,140,3495.5
2022-02-26,Alameda,0.05,119,697
2022-02-26,Alameda,0.95,162,10125.399999999994
2022-03-05,Alameda,0.5,103,2566.5
2022-03-05,Alameda,0.05,85,512.9499999999999
2022-03-05,Alameda,0.95,122,7362
2022-03-12,Alameda,0.5,75,1938.5
2022-03-12,Alameda,0.05,60,411
2022-03-12,Alameda,0.95,91,5803
2022-03-19,Alameda,0.5,58,1663
2022-03-19,Alameda,0.05,44,335.94999999999993
2022-03-19,Alameda,0.95,72,4928
2022-03-26,Alameda,0.5,47,1487.5
2022-03-26,Alameda,0.05,36,311.94999999999993
2022-03-26,Alameda,0.95,61,4415.299999999996
2022-04-02,Alameda,0.5,43,1507
2022-04-02,Alameda,0.05,32,305
2022-04-02,Alameda,0.95,55,4294.0999999999985
2022-04-09,Alameda,0.5,42,1579
2022-04-09,Alameda,0.05,31,317
2022-04-09,Alameda,0.95,54,4722.299999999996
2022-04-16,Alameda,0.5,43,1702
2022-04-16,Alameda,0.05,32,358.94999999999993
2022-04-16,Alameda,0.95,55,4927.049999999999
2022-04-23,Alameda,0.5,46,1880.5
2022-04-23,Alameda,0.05,34,412
2022-04-23,Alameda,0.95,58,5494.449999999993
2022-04-30,Alameda,0.5,51,2233
2022-04-30,Alameda,0.05,39,433
2022-04-30,Alameda,0.95,65,6594.69999999999
2022-05-07,Alameda,0.5,60,2667
2022-05-07,Alameda,0.05,47,527
2022-05-07,Alameda,0.95,75,7771.199999999997
2022-05-14,Alameda,0.5,73,3229
2022-05-14,Alameda,0.05,57,663.8999999999999
2022-05-14,Alameda,0.95,89,9514.149999999998
2022-05-21,Alameda,0.5,86,3812
2022-05-21,Alameda,0.05,69,812.8999999999999
2022-05-21,Alameda,0.95,104,11163.149999999998
2022-05-28,Alameda,0.5,100,4394
2022-05-28,Alameda,0.05,82,917
2022-05-28,Alameda,0.95,120,13294.249999999996
2022-06-04,Alameda,0.5,116,5176
2022-06-04,Alameda,0.05,97,1028
2022-06-04,Alameda,0.95,138,15205.349999999995
2022-06-11,Alameda,0.5,132,5831
2022-06-11,Alameda,0.05,109,1156.8999999999996
2022-06-11,Alameda,0.95,157,16775.59999999999
2022-06-18,Alameda,0.5,149,6501.5
2022-06-18,Alameda,0.05,113,1344.9499999999998
2022-06-18,Alameda,0.95,186,19707.399999999994
2022-06-25,Alameda,0.5,167,7289.5
2022-06-25,Alameda,0.05,110,1385
2022-06-25,Alameda,0.95,229,22817.549999999992
2022-07-02,Alameda,0.5,182,7660
2022-07-02,Alameda,0.05,103,1472.9499999999998
2022-07-02,Alameda,0.95,270,25280.44999999998
2022-07-09,Alameda,0.5,193,7962.5
2022-07-09,Alameda,0.05,95,1446.6999999999998
2022-07-09,Alameda,0.95,304,27814.05
2022-07-16,Alameda,0.5,199,8166.5
2022-07-16,Alameda,0.05,88,1435
2022-07-16,Alameda,0.95,321,28493.249999999953
2022-07-23,Alameda,0.5,201,8185.5
2022-07-23,Alameda,0.05,81,1408
2022-07-23,Alameda,0.95,323,28479
2022-07-30,Alameda,0.5,196,7629
2022-07-30,Alameda,0.05,76,1246.85
2022-07-30,Alameda,0.95,316,26701.399999999994
2022-08-06,Alameda,0.5,189,7330.5
2022-08-06,Alameda,0.05,70,1202
2022-08-06,Alameda,0.95,301.0499999999993,24560.74999999999
2022-08-13,Alameda,0.5,178,6898.5
2022-08-13,Alameda,0.05,65,1109.85
2022-08-13,Alameda,0.95,281,22520.899999999987
2022-08-20,Alameda,0.5,165,6382
2022-08-20,Alameda,0.05,59,1002.9499999999999
2022-08-20,Alameda,0.95,262.0499999999993,20140.149999999998
2022-08-27,Alameda,0.5,152,5789.5
2022-08-27,Alameda,0.05,56,950.6499999999995
2022-08-27,Alameda,0.95,240,18717.05
2022-09-03,Alameda,0.5,140,5521.5
2022-09-03,Alameda,0.05,52,920.8999999999999
2022-09-03,Alameda,0.95,222,17898.899999999958
2021-12-25,Amador,0.5,4,76
2021-12-25,Amador,0.05,1,26
2021-12-25,Amador,0.95,8,158
2022-01-01,Amador,0.5,6,132
2022-01-01,Amador,0.05,2,46
2022-01-01,Amador,0.95,11,271
2022-01-08,Amador,0.5,10,222
2022-01-08,Amador,0.05,5,78
2022-01-08,Amador,0.95,16,457
2022-01-15,Amador,0.5,14,331
2022-01-15,Amador,0.05,8,117
2022-01-15,Amador,0.95,22,690
2022-01-22,Amador,0.5,17,402
2022-01-22,Amador,0.05,10,145
2022-01-22,Amador,0.95,26,839
2022-01-29,Amador,0.5,18,387
2022-01-29,Amador,0.05,11,144
2022-01-29,Amador,0.95,26,865.0499999999993
2022-02-05,Amador,0.5,16,309
2022-02-05,Amador,0.05,9,122
2022-02-05,Amador,0.95,23,737
2022-02-12,Amador,0.5,12,219
2022-02-12,Amador,0.05,6,83
2022-02-12,Amador,0.95,19,547
2022-02-19,Amador,0.5,8,145
2022-02-19,Amador,0.05,4,57
2022-02-19,Amador,0.95,14,366
2022-02-26,Amador,0.5,5,94
2022-02-26,Amador,0.05,2,36
2022-02-26,Amador,0.95,10,240.04999999999927
2022-03-05,Amador,0.5,3,62
2022-03-05,Amador,0.05,1,23
2022-03-05,Amador,0.95,7,158.04999999999927
2022-03-12,Amador,0.5,2,40
2022-03-12,Amador,0.05,0,14
2022-03-12,Amador,0.95,5,107
2022-03-19,Amador,0.5,1,27
2022-03-19,Amador,0.05,0,8
2022-03-19,Amador,0.95,4,71
2022-03-26,Amador,0.5,1,18
2022-03-26,Amador,0.05,0,6
2022-03-26,Amador,0.95,3,47
2022-04-02,Amador,0.5,0,14
2022-04-02,Amador,0.05,0,4
2022-04-02,Amador,0.95,2,36
2022-04-09,Amador,0.5,0,12
2022-04-09,Amador,0.05,0,4
2022-04-09,Amador,0.95,2,31
2022-04-16,Amador,0.5,0,12
2022-04-16,Amador,0.05,0,4
2022-04-16,Amador,0.95,2,31
2022-04-23,Amador,0.5,0,14
2022-04-23,Amador,0.05,0,4
2022-04-23,Amador,0.95,2,34
2022-04-30,Amador,0.5,0,18
2022-04-30,Amador,0.05,0,6
2022-04-30,Amador,0.95,2,41
2022-05-07,Amador,0.5,0,24
2022-05-07,Amador,0.05,0,8
2022-05-07,Amador,0.95,2,52
2022-05-14,Amador,0.5,1,35
2022-05-14,Amador,0.05,0,12
2022-05-14,Amador,0.95,2,76
2022-05-21,Amador,0.5,1,54
2022-05-21,Amador,0.05,0,18
2022-05-21,Amador,0.95,3,113
2022-05-28,Amador,0.5,1,81
2022-05-28,Amador,0.05,0,28
2022-05-28,Amador,0.95,4,170
2022-06-04,Amador,0.5,2,116.5
2022-06-04,Amador,0.05,0,41
2022-06-04,Amador,0.95,5,243
2022-06-11,Amador,0.5,3,166
2022-06-11,Amador,0.05,0,56
2022-06-11,Amador,0.95,7,360.0499999999993
2022-06-18,Amador,0.5,4,219
2022-06-18,Amador,0.05,1,71
2022-06-18,Amador,0.95,9,534
2022-06-25,Amador,0.5,5,270
2022-06-25,Amador,0.05,1,82
2022-06-25,Amador,0.95,13,754
2022-07-02,Amador,0.5,6,308
2022-07-02,Amador,0.05,1,88
2022-07-02,Amador,0.95,16,915.0499999999993
2022-07-09,Amador,0.5,6,313
2022-07-09,Amador,0.05,1,91
2022-07-09,Amador,0.95,17,923
2022-07-16,Amador,0.5,6,296
2022-07-16,Amador,0.05,1,84
2022-07-16,Amador,0.95,16,834.0499999999993
2022-07-23,Amador,0.5,5,261
2022-07-23,Amador,0.05,1,75
2022-07-23,Amador,0.95,14,671.0499999999993
2022-07-30,Amador,0.5,5,218
2022-07-30,Amador,0.05,1,67
2022-07-30,Amador,0.95,11,544
2022-08-06,Amador,0.5,4,180
2022-08-06,Amador,0.05,1,56
2022-08-06,Amador,0.95,10,452
2022-08-13,Amador,0.5,3,151
2022-08-13,Amador,0.05,0,48
2022-08-13,Amador,0.95,8,369.0499999999993
2022-08-20,Amador,0.5,3,129
2022-08-20,Amador,0.05,0,42
2022-08-20,Amador,0.95,7,316
2022-08-27,Amador,0.5,2,112
2022-08-27,Amador,0.05,0,38
2022-08-27,Amador,0.95,6,264
2022-09-03,Amador,0.5,2,100
2022-09-03,Amador,0.05,0,33
2022-09-03,Amador,0.95,5,231
2021-12-25,Butte,0.5,22,258
2021-12-25,Butte,0.05,14,46
2021-12-25,Butte,0.95,31,771
2022-01-01,Butte,0.5,31,452
2022-01-01,Butte,0.05,22,86
2022-01-01,Butte,0.95,42,1387.0999999999985
2022-01-08,Butte,0.5,47,744
2022-01-08,Butte,0.05,35,140
2022-01-08,Butte,0.95,61,2229
2022-01-15,Butte,0.5,66,1096
2022-01-15,Butte,0.05,52,201
2022-01-15,Butte,0.95,83,3349.0499999999993
2022-01-22,Butte,0.5,85,1455
2022-01-22,Butte,0.05,69,281.94999999999993
2022-01-22,Butte,0.95,104,4427.049999999999
2022-01-29,Butte,0.5,96,1665
2022-01-29,Butte,0.05,78,328.94999999999993
2022-01-29,Butte,0.95,116,5128.049999999999
2022-02-05,Butte,0.5,92,1537.5
2022-02-05,Butte,0.05,75,308.94999999999993
2022-02-05,Butte,0.95,111,4771.0999999999985
2022-02-12,Butte,0.5,79,1344.5
